date,amount,direction,counterparty,counterparty_iban,description,reference,account_iban
2025-03-24,15018.94,credit,Smith Corp,DE44500105175407324931,Payment RE-2025-1035,RE-2025-1035,DE89370400440532013000
2025-03-25,11511.61,debit,Hoffman Printing,DE03200400600022222200,Payment EK-2025-1036,EK-2025-1036,DE89370400440532013000
2025-03-25,14888.72,credit,Brewer & Sons Ltd,DE62200700240000279500,Payment RE-2025-1036,RE-2025-1036,DE89370400440532013000
2025-03-26,13374.23,debit,TechParts Inc,DE02120300000000202051,Payment EK-2025-1037,EK-2025-1037,DE89370400440532013000
2025-03-26,11280.10,credit,Little & Partners,DE26200400600087654300,Payment RE-2025-1037,RE-2025-1037,DE89370400440532013000
2025-03-31,12760.27,debit,Logistics Express Ltd,DE80200400600004444400,Payment EK-2025-1038,EK-2025-1038,DE89370400440532013000
2025-03-31,12670.16,credit,Hoffman Trading Co,DE79345678901234567890,Payment RE-2025-1038,RE-2025-1038,DE89370400440532013000
2025-04-01,11737.58,debit,Miller Office,DE32700100800012345000,Payment EK-2025-1039,EK-2025-1039,DE89370400440532013000
2025-04-01,11568.24,credit,Nordwind Maritime GmbH,DE94200505500000778899,Payment RE-2025-1039,RE-2025-1039,DE89370400440532013000
2025-04-02,12553.19,debit,Berlin City Utilities,DE58200400600971586400,Payment EK-2025-1040,EK-2025-1040,DE89370400440532013000
2025-04-02,12000.00,debit,Salaries April,DE62370400440532013001,Wages and salaries April 2025,LG-2025-04,DE89370400440532013000
2025-04-02,17391.98,credit,Weaver Consulting,DE78200400600012312300,Payment RE-2025-1040,RE-2025-1040,DE89370400440532013000
2025-04-03,950.00,debit,Telecom Business Customers,DE20200700240012345601,Telecommunications April,T-2025-04,DE89370400440532013000
2025-04-07,12022.96,debit,Hoffman Printing,DE03200400600022222200,Payment EK-2025-1041,EK-2025-1041,DE89370400440532013000
2025-04-07,12241.03,credit,Smith Corp,DE44500105175407324931,Payment RE-2025-1041,RE-2025-1041,DE89370400440532013000
2025-04-08,10620.50,debit,TechParts Inc,DE02120300000000202051,Payment EK-2025-1042,EK-2025-1042,DE89370400440532013000
2025-04-08,10694.15,credit,Brewer & Sons Ltd,DE62200700240000279500,Payment RE-2025-1042,RE-2025-1042,DE89370400440532013000
2025-04-09,10676.44,debit,Logistics Express Ltd,DE80200400600004444400,Payment EK-2025-1043,EK-2025-1043,DE89370400440532013000
2025-04-09,14502.91,credit,Little & Partners,DE26200400600087654300,Payment RE-2025-1043,RE-2025-1043,DE89370400440532013000
2025-04-10,3200.00,debit,Berlin City Utilities,DE58200400600971586400,Electricity March 2025,RG-STW-032025,DE89370400440532013000
2025-04-14,12603.30,debit,Miller Office,DE32700100800012345000,Payment EK-2025-1044,EK-2025-1044,DE89370400440532013000
2025-04-14,13047.42,credit,Hoffman Trading Co,DE79345678901234567890,Payment RE-2025-1044,RE-2025-1044,DE89370400440532013000
2025-04-15,10817.28,debit,Berlin City Utilities,DE58200400600971586400,Payment EK-2025-1045,EK-2025-1045,DE89370400440532013000
2025-04-15,11061.45,credit,Nordwind Maritime GmbH,DE94200505500000778899,Payment RE-2025-1045,RE-2025-1045,DE89370400440532013000
2025-04-15,1850.00,debit,Miller Office,DE32700100800012345000,Rent April 2025,RENT-2025-04,DE89370400440532013000
2025-04-16,10363.04,debit,Hoffman Printing,DE03200400600022222200,Payment EK-2025-1046,EK-2025-1046,DE89370400440532013000
2025-04-16,13850.25,credit,Weaver Consulting,DE78200400600012312300,Payment RE-2025-1046,RE-2025-1046,DE89370400440532013000
2025-04-21,8364.87,debit,TechParts Inc,DE02120300000000202051,Payment EK-2025-1047,EK-2025-1047,DE89370400440532013000
2025-04-21,8110.10,credit,Smith Corp,DE44500105175407324931,Payment RE-2025-1047,RE-2025-1047,DE89370400440532013000
2025-04-22,13473.58,debit,Logistics Express Ltd,DE80200400600004444400,Payment EK-2025-1048,EK-2025-1048,DE89370400440532013000
2025-04-22,13970.60,credit,Brewer & Sons Ltd,DE62200700240000279500,Payment RE-2025-1048,RE-2025-1048,DE89370400440532013000
2025-04-23,12419.64,debit,Miller Office,DE32700100800012345000,Payment EK-2025-1049,EK-2025-1049,DE89370400440532013000
2025-04-23,16411.54,credit,Little & Partners,DE26200400600087654300,Payment RE-2025-1049,RE-2025-1049,DE89370400440532013000
2025-04-28,10380.42,debit,Berlin City Utilities,DE58200400600971586400,Payment EK-2025-1050,EK-2025-1050,DE89370400440532013000
2025-04-28,10436.30,credit,Hoffman Trading Co,DE79345678901234567890,Payment RE-2025-1050,RE-2025-1050,DE89370400440532013000
2025-04-29,7260.63,debit,Hoffman Printing,DE03200400600022222200,Payment EK-2025-1051,EK-2025-1051,DE89370400440532013000
2025-04-29,15541.73,credit,Nordwind Maritime GmbH,DE94200505500000778899,Payment RE-2025-1051,RE-2025-1051,DE89370400440532013000
2025-04-30,13236.73,debit,TechParts Inc,DE02120300000000202051,Payment EK-2025-1052,EK-2025-1052,DE89370400440532013000
2025-04-30,8716.10,credit,Weaver Consulting,DE78200400600012312300,Payment RE-2025-1052,RE-2025-1052,DE89370400440532013000
2025-05-02,12000.00,debit,Salaries May,DE62370400440532013001,Wages and salaries May 2025,LG-2025-05,DE89370400440532013000
2025-05-03,950.00,debit,Telecom Business Customers,DE20200700240012345601,Telecommunications May,T-2025-05,DE89370400440532013000
2025-05-05,11081.85,debit,Logistics Express Ltd,DE80200400600004444400,Payment EK-2025-1053,EK-2025-1053,DE89370400440532013000
2025-05-05,14490.68,credit,Smith Corp,DE44500105175407324931,Payment RE-2025-1053,RE-2025-1053,DE89370400440532013000
2025-05-06,7796.63,debit,Miller Office,DE32700100800012345000,Payment EK-2025-1054,EK-2025-1054,DE89370400440532013000
2025-05-06,9785.82,credit,Brewer & Sons Ltd,DE62200700240000279500,Payment RE-2025-1054,RE-2025-1054,DE89370400440532013000
2025-05-07,12602.74,debit,Berlin City Utilities,DE58200400600971586400,Payment EK-2025-1055,EK-2025-1055,DE89370400440532013000
2025-05-07,11095.66,credit,Little & Partners,DE26200400600087654300,Payment RE-2025-1055,RE-2025-1055,DE89370400440532013000
2025-05-10,3200.00,debit,Berlin City Utilities,DE58200400600971586400,Electricity April 2025,RG-STW-042025,DE89370400440532013000
2025-05-12,9076.35,debit,Hoffman Printing,DE03200400600022222200,Payment EK-2025-1056,EK-2025-1056,DE89370400440532013000
2025-05-12,15035.22,credit,Hoffman Trading Co,DE79345678901234567890,Payment RE-2025-1056,RE-2025-1056,DE89370400440532013000
2025-05-13,13238.56,debit,TechParts Inc,DE02120300000000202051,Payment EK-2025-1057,EK-2025-1057,DE89370400440532013000
2025-05-13,10268.68,credit,Nordwind Maritime GmbH,DE94200505500000778899,Payment RE-2025-1057,RE-2025-1057,DE89370400440532013000
2025-05-14,9818.29,debit,Logistics Express Ltd,DE80200400600004444400,Payment EK-2025-1058,EK-2025-1058,DE89370400440532013000
2025-05-14,10800.82,credit,Weaver Consulting,DE78200400600012312300,Payment RE-2025-1058,RE-2025-1058,DE89370400440532013000
2025-05-15,1850.00,debit,Miller Office,DE32700100800012345000,Rent May 2025,RENT-2025-05,DE89370400440532013000
2025-05-19,10176.14,debit,Miller Office,DE32700100800012345000,Payment EK-2025-1059,EK-2025-1059,DE89370400440532013000
2025-05-19,10068.18,credit,Smith Corp,DE44500105175407324931,Payment RE-2025-1059,RE-2025-1059,DE89370400440532013000
2025-05-20,13109.97,debit,Berlin City Utilities,DE58200400600971586400,Payment EK-2025-1060,EK-2025-1060,DE89370400440532013000
2025-05-20,13464.05,credit,Brewer & Sons Ltd,DE62200700240000279500,Payment RE-2025-1060,RE-2025-1060,DE89370400440532013000
2025-05-21,9562.29,debit,Hoffman Printing,DE03200400600022222200,Payment EK-2025-1061,EK-2025-1061,DE89370400440532013000
2025-05-21,13376.09,credit,Little & Partners,DE26200400600087654300,Payment RE-2025-1061,RE-2025-1061,DE89370400440532013000
2025-05-26,9870.81,debit,TechParts Inc,DE02120300000000202051,Payment EK-2025-1062,EK-2025-1062,DE89370400440532013000
2025-05-26,10025.49,credit,Hoffman Trading Co,DE79345678901234567890,Payment RE-2025-1062,RE-2025-1062,DE89370400440532013000
2025-05-27,11668.02,debit,Logistics Express Ltd,DE80200400600004444400,Payment EK-2025-1063,EK-2025-1063,DE89370400440532013000
2025-05-27,12110.91,credit,Nordwind Maritime GmbH,DE94200505500000778899,Payment RE-2025-1063,RE-2025-1063,DE89370400440532013000
2025-05-28,8400.52,debit,Miller Office,DE32700100800012345000,Payment EK-2025-1064,EK-2025-1064,DE89370400440532013000
2025-05-28,11503.31,credit,Weaver Consulting,DE78200400600012312300,Payment RE-2025-1064,RE-2025-1064,DE89370400440532013000
2025-06-02,13174.78,debit,Berlin City Utilities,DE58200400600971586400,Payment EK-2025-1065,EK-2025-1065,DE89370400440532013000
2025-06-02,12000.00,debit,Salaries June,DE62370400440532013001,Wages and salaries June 2025,LG-2025-06,DE89370400440532013000
2025-06-02,10990.15,credit,Smith Corp,DE44500105175407324931,Payment RE-2025-1065,RE-2025-1065,DE89370400440532013000
2025-06-03,7251.14,debit,Hoffman Printing,DE03200400600022222200,Payment EK-2025-1066,EK-2025-1066,DE89370400440532013000
2025-06-03,12349.78,credit,Brewer & Sons Ltd,DE62200700240000279500,Payment RE-2025-1066,RE-2025-1066,DE89370400440532013000
2025-06-03,950.00,debit,Telecom Business Customers,DE20200700240012345601,Telecommunications June,T-2025-06,DE89370400440532013000
2025-06-04,10414.30,debit,TechParts Inc,DE02120300000000202051,Payment EK-2025-1067,EK-2025-1067,DE89370400440532013000
2025-06-04,11312.00,credit,Little & Partners,DE26200400600087654300,Payment RE-2025-1067,RE-2025-1067,DE89370400440532013000
2025-06-09,8960.33,debit,Logistics Express Ltd,DE80200400600004444400,Payment EK-2025-1068,EK-2025-1068,DE89370400440532013000
2025-06-09,14380.37,credit,Hoffman Trading Co,DE79345678901234567890,Payment RE-2025-1068,RE-2025-1068,DE89370400440532013000
2025-06-10,9942.67,debit,Miller Office,DE32700100800012345000,Payment EK-2025-1069,EK-2025-1069,DE89370400440532013000
2025-06-10,7780.00,credit,Nordwind Maritime GmbH,DE94200505500000778899,Payment RE-2025-1069,RE-2025-1069,DE89370400440532013000
2025-06-10,3200.00,debit,Berlin City Utilities,DE58200400600971586400,Electricity May 2025,RG-STW-052025,DE89370400440532013000
2025-06-11,12929.30,debit,Berlin City Utilities,DE58200400600971586400,Payment EK-2025-1070,EK-2025-1070,DE89370400440532013000
2025-06-11,13606.26,credit,Weaver Consulting,DE78200400600012312300,Payment RE-2025-1070,RE-2025-1070,DE89370400440532013000
2025-06-15,1850.00,debit,Miller Office,DE32700100800012345000,Rent June 2025,RENT-2025-06,DE89370400440532013000
2025-06-16,8947.44,debit,Hoffman Printing,DE03200400600022222200,Payment EK-2025-1071,EK-2025-1071,DE89370400440532013000
2025-06-16,11629.63,credit,Smith Corp,DE44500105175407324931,Payment RE-2025-1071,RE-2025-1071,DE89370400440532013000
2025-06-17,9206.24,debit,TechParts Inc,DE02120300000000202051,Payment EK-2025-1072,EK-2025-1072,DE89370400440532013000
2025-06-17,12065.42,credit,Brewer & Sons Ltd,DE62200700240000279500,Payment RE-2025-1072,RE-2025-1072,DE89370400440532013000
2025-06-18,11088.51,debit,Logistics Express Ltd,DE80200400600004444400,Payment EK-2025-1073,EK-2025-1073,DE89370400440532013000
2025-06-18,9161.34,credit,Little & Partners,DE26200400600087654300,Payment RE-2025-1073,RE-2025-1073,DE89370400440532013000
2025-06-23,9872.85,debit,Miller Office,DE32700100800012345000,Payment EK-2025-1074,EK-2025-1074,DE89370400440532013000
2025-06-23,12645.42,credit,Hoffman Trading Co,DE79345678901234567890,Payment RE-2025-1074,RE-2025-1074,DE89370400440532013000
2025-06-24,9637.06,debit,Berlin City Utilities,DE58200400600971586400,Payment EK-2025-1075,EK-2025-1075,DE89370400440532013000
2025-06-24,12357.94,credit,Nordwind Maritime GmbH,DE94200505500000778899,Payment RE-2025-1075,RE-2025-1075,DE89370400440532013000
2025-06-25,10919.78,debit,Hoffman Printing,DE03200400600022222200,Payment EK-2025-1076,EK-2025-1076,DE89370400440532013000
2025-06-25,9187.30,credit,Weaver Consulting,DE78200400600012312300,Payment RE-2025-1076,RE-2025-1076,DE89370400440532013000
2025-06-30,13053.15,debit,TechParts Inc,DE02120300000000202051,Payment EK-2025-1077,EK-2025-1077,DE89370400440532013000
2025-06-30,13597.66,credit,Smith Corp,DE44500105175407324931,Payment RE-2025-1077,RE-2025-1077,DE89370400440532013000
2025-07-01,12255.27,debit,Logistics Express Ltd,DE80200400600004444400,Payment EK-2025-1078,EK-2025-1078,DE89370400440532013000
2025-07-01,12733.26,credit,Brewer & Sons Ltd,DE62200700240000279500,Payment RE-2025-1078,RE-2025-1078,DE89370400440532013000
2025-07-02,6415.93,debit,Miller Office,DE32700100800012345000,Payment EK-2025-1079,EK-2025-1079,DE89370400440532013000
2025-07-02,12000.00,debit,Salaries July,DE62370400440532013001,Wages and salaries July 2025,LG-2025-07,DE89370400440532013000
2025-07-02,9314.41,credit,Little & Partners,DE26200400600087654300,Payment RE-2025-1079,RE-2025-1079,DE89370400440532013000
2025-07-03,950.00,debit,Telecom Business Customers,DE20200700240012345601,Telecommunications July,T-2025-07,DE89370400440532013000
2025-07-07,12128.73,debit,Berlin City Utilities,DE58200400600971586400,Payment EK-2025-1080,EK-2025-1080,DE89370400440532013000
2025-07-07,9170.99,credit,Hoffman Trading Co,DE79345678901234567890,Payment RE-2025-1080,RE-2025-1080,DE89370400440532013000
2025-07-08,10157.27,debit,Hoffman Printing,DE03200400600022222200,Payment EK-2025-1081,EK-2025-1081,DE89370400440532013000
2025-07-08,16290.77,credit,Nordwind Maritime GmbH,DE94200505500000778899,Payment RE-2025-1081,RE-2025-1081,DE89370400440532013000
2025-07-09,10846.17,debit,TechParts Inc,DE02120300000000202051,Payment EK-2025-1082,EK-2025-1082,DE89370400440532013000
2025-07-09,11765.39,credit,Weaver Consulting,DE78200400600012312300,Payment RE-2025-1082,RE-2025-1082,DE89370400440532013000
2025-07-10,3200.00,debit,Berlin City Utilities,DE58200400600971586400,Electricity June 2025,RG-STW-062025,DE89370400440532013000
2025-07-14,11729.51,debit,Logistics Express Ltd,DE80200400600004444400,Payment EK-2025-1083,EK-2025-1083,DE89370400440532013000
2025-07-14,11920.37,credit,Smith Corp,DE44500105175407324931,Payment RE-2025-1083,RE-2025-1083,DE89370400440532013000
2025-07-15,9568.31,debit,Miller Office,DE32700100800012345000,Payment EK-2025-1084,EK-2025-1084,DE89370400440532013000
2025-07-15,9507.08,credit,Brewer & Sons Ltd,DE62200700240000279500,Payment RE-2025-1084,RE-2025-1084,DE89370400440532013000
2025-07-15,1850.00,debit,Miller Office,DE32700100800012345000,Rent July 2025,RENT-2025-07,DE89370400440532013000
2025-07-16,9538.26,debit,Berlin City Utilities,DE58200400600971586400,Payment EK-2025-1085,EK-2025-1085,DE89370400440532013000
2025-07-16,13219.83,credit,Little & Partners,DE26200400600087654300,Payment RE-2025-1085,RE-2025-1085,DE89370400440532013000
2025-07-21,12668.96,debit,Hoffman Printing,DE03200400600022222200,Payment EK-2025-1086,EK-2025-1086,DE89370400440532013000
2025-07-21,13099.46,credit,Hoffman Trading Co,DE79345678901234567890,Payment RE-2025-1086,RE-2025-1086,DE89370400440532013000
2025-07-22,10147.59,debit,TechParts Inc,DE02120300000000202051,Payment EK-2025-1087,EK-2025-1087,DE89370400440532013000
2025-07-22,10276.60,credit,Nordwind Maritime GmbH,DE94200505500000778899,Payment RE-2025-1087,RE-2025-1087,DE89370400440532013000
2025-07-23,9603.62,debit,Logistics Express Ltd,DE80200400600004444400,Payment EK-2025-1088,EK-2025-1088,DE89370400440532013000
2025-07-23,13051.10,credit,Weaver Consulting,DE78200400600012312300,Payment RE-2025-1088,RE-2025-1088,DE89370400440532013000
2025-07-28,8658.22,debit,Miller Office,DE32700100800012345000,Payment EK-2025-1089,EK-2025-1089,DE89370400440532013000
2025-07-28,14235.12,credit,Smith Corp,DE44500105175407324931,Payment RE-2025-1089,RE-2025-1089,DE89370400440532013000
2025-07-29,13337.17,debit,Berlin City Utilities,DE58200400600971586400,Payment EK-2025-1090,EK-2025-1090,DE89370400440532013000
2025-07-29,11037.42,credit,Brewer & Sons Ltd,DE62200700240000279500,Payment RE-2025-1090,RE-2025-1090,DE89370400440532013000
2025-07-30,12119.03,debit,Hoffman Printing,DE03200400600022222200,Payment EK-2025-1091,EK-2025-1091,DE89370400440532013000
2025-07-30,13058.26,credit,Little & Partners,DE26200400600087654300,Payment RE-2025-1091,RE-2025-1091,DE89370400440532013000
2025-08-02,12000.00,debit,Salaries August,DE62370400440532013001,Wages and salaries August 2025,LG-2025-08,DE89370400440532013000
2025-08-03,950.00,debit,Telecom Business Customers,DE20200700240012345601,Telecommunications August,T-2025-08,DE89370400440532013000
2025-08-04,8933.37,debit,TechParts Inc,DE02120300000000202051,Payment EK-2025-1092,EK-2025-1092,DE89370400440532013000
2025-08-04,8931.33,credit,Hoffman Trading Co,DE79345678901234567890,Payment RE-2025-1092,RE-2025-1092,DE89370400440532013000
2025-08-05,12215.12,debit,Logistics Express Ltd,DE80200400600004444400,Payment EK-2025-1093,EK-2025-1093,DE89370400440532013000
2025-08-05,12704.03,credit,Nordwind Maritime GmbH,DE94200505500000778899,Payment RE-2025-1093,RE-2025-1093,DE89370400440532013000
2025-08-06,10741.91,debit,Miller Office,DE32700100800012345000,Payment EK-2025-1094,EK-2025-1094,DE89370400440532013000
2025-08-06,14196.55,credit,Weaver Consulting,DE78200400600012312300,Payment RE-2025-1094,RE-2025-1094,DE89370400440532013000
2025-08-10,3200.00,debit,Berlin City Utilities,DE58200400600971586400,Electricity July 2025,RG-STW-072025,DE89370400440532013000
2025-08-11,12433.69,debit,Berlin City Utilities,DE58200400600971586400,Payment EK-2025-1095,EK-2025-1095,DE89370400440532013000
2025-08-11,12741.47,credit,Smith Corp,DE44500105175407324931,Payment RE-2025-1095,RE-2025-1095,DE89370400440532013000
2025-08-12,7925.68,debit,Hoffman Printing,DE03200400600022222200,Payment EK-2025-1096,EK-2025-1096,DE89370400440532013000
2025-08-12,16395.00,credit,Brewer & Sons Ltd,DE62200700240000279500,Payment RE-2025-1096,RE-2025-1096,DE89370400440532013000
2025-08-13,13355.52,debit,TechParts Inc,DE02120300000000202051,Payment EK-2025-1097,EK-2025-1097,DE89370400440532013000
2025-08-13,8745.43,credit,Little & Partners,DE26200400600087654300,Payment RE-2025-1097,RE-2025-1097,DE89370400440532013000
2025-08-15,1850.00,debit,Miller Office,DE32700100800012345000,Rent August 2025,RENT-2025-08,DE89370400440532013000
2025-08-18,13526.89,debit,Logistics Express Ltd,DE80200400600004444400,Payment EK-2025-1098,EK-2025-1098,DE89370400440532013000
2025-08-18,17621.95,credit,Hoffman Trading Co,DE79345678901234567890,Payment RE-2025-1098,RE-2025-1098,DE89370400440532013000
2025-08-19,8795.55,debit,Miller Office,DE32700100800012345000,Payment EK-2025-1099,EK-2025-1099,DE89370400440532013000
2025-08-19,10944.36,credit,Nordwind Maritime GmbH,DE94200505500000778899,Payment RE-2025-1099,RE-2025-1099,DE89370400440532013000
2025-08-20,13310.61,debit,Berlin City Utilities,DE58200400600971586400,Payment EK-2025-1100,EK-2025-1100,DE89370400440532013000
2025-08-20,11470.83,credit,Weaver Consulting,DE78200400600012312300,Payment RE-2025-1100,RE-2025-1100,DE89370400440532013000
2025-08-25,12286.48,debit,Hoffman Printing,DE03200400600022222200,Payment EK-2025-1101,EK-2025-1101,DE89370400440532013000
2025-08-25,12114.36,credit,Smith Corp,DE44500105175407324931,Payment RE-2025-1101,RE-2025-1101,DE89370400440532013000
2025-08-26,14939.67,debit,TechParts Inc,DE02120300000000202051,Payment EK-2025-1102,EK-2025-1102,DE89370400440532013000
2025-08-26,15207.06,credit,Brewer & Sons Ltd,DE62200700240000279500,Payment RE-2025-1102,RE-2025-1102,DE89370400440532013000
2025-08-27,10412.02,debit,Logistics Express Ltd,DE80200400600004444400,Payment EK-2025-1103,EK-2025-1103,DE89370400440532013000
2025-08-27,14968.66,credit,Little & Partners,DE26200400600087654300,Payment RE-2025-1103,RE-2025-1103,DE89370400440532013000
2025-09-01,12203.17,debit,Miller Office,DE32700100800012345000,Payment EK-2025-1104,EK-2025-1104,DE89370400440532013000
2025-09-01,12368.77,credit,Hoffman Trading Co,DE79345678901234567890,Payment RE-2025-1104,RE-2025-1104,DE89370400440532013000
2025-09-02,13680.08,debit,Berlin City Utilities,DE58200400600971586400,Payment EK-2025-1105,EK-2025-1105,DE89370400440532013000
2025-09-02,12000.00,debit,Salaries September,DE62370400440532013001,Wages and salaries September 2025,LG-2025-09,DE89370400440532013000
2025-09-02,14102.49,credit,Nordwind Maritime GmbH,DE94200505500000778899,Payment RE-2025-1105,RE-2025-1105,DE89370400440532013000
2025-09-03,9449.97,debit,Hoffman Printing,DE03200400600022222200,Payment EK-2025-1106,EK-2025-1106,DE89370400440532013000
2025-09-03,13228.99,credit,Weaver Consulting,DE78200400600012312300,Payment RE-2025-1106,RE-2025-1106,DE89370400440532013000
2025-09-03,950.00,debit,Telecom Business Customers,DE20200700240012345601,Telecommunications September,T-2025-09,DE89370400440532013000
2025-09-08,13440.15,debit,TechParts Inc,DE02120300000000202051,Payment EK-2025-1107,EK-2025-1107,DE89370400440532013000
2025-09-08,13870.34,credit,Smith Corp,DE44500105175407324931,Payment RE-2025-1107,RE-2025-1107,DE89370400440532013000
2025-09-09,14203.31,debit,Logistics Express Ltd,DE80200400600004444400,Payment EK-2025-1108,EK-2025-1108,DE89370400440532013000
2025-09-09,14785.99,credit,Brewer & Sons Ltd,DE62200700240000279500,Payment RE-2025-1108,RE-2025-1108,DE89370400440532013000
2025-09-10,9743.32,debit,Miller Office,DE32700100800012345000,Payment EK-2025-1109,EK-2025-1109,DE89370400440532013000
2025-09-10,13351.29,credit,Little & Partners,DE26200400600087654300,Payment RE-2025-1109,RE-2025-1109,DE89370400440532013000
2025-09-10,3200.00,debit,Berlin City Utilities,DE58200400600971586400,Electricity August 2025,RG-STW-082025,DE89370400440532013000
2025-09-15,11700.87,debit,Berlin City Utilities,DE58200400600971586400,Payment EK-2025-1110,EK-2025-1110,DE89370400440532013000
2025-09-15,15290.84,credit,Hoffman Trading Co,DE79345678901234567890,Payment RE-2025-1110,RE-2025-1110,DE89370400440532013000
2025-09-15,1850.00,debit,Miller Office,DE32700100800012345000,Rent September 2025,RENT-2025-09,DE89370400440532013000
2025-09-16,11940.32,debit,Hoffman Printing,DE03200400600022222200,Payment EK-2025-1111,EK-2025-1111,DE89370400440532013000
2025-09-16,15508.93,credit,Nordwind Maritime GmbH,DE94200505500000778899,Payment RE-2025-1111,RE-2025-1111,DE89370400440532013000
2025-09-17,15854.26,debit,TechParts Inc,DE02120300000000202051,Payment EK-2025-1112,EK-2025-1112,DE89370400440532013000
2025-09-17,13577.14,credit,Weaver Consulting,DE78200400600012312300,Payment RE-2025-1112,RE-2025-1112,DE89370400440532013000
2025-09-22,11843.85,debit,Logistics Express Ltd,DE80200400600004444400,Payment EK-2025-1113,EK-2025-1113,DE89370400440532013000
2025-09-22,11840.90,credit,Smith Corp,DE44500105175407324931,Payment RE-2025-1113,RE-2025-1113,DE89370400440532013000
2025-09-23,11330.75,debit,Miller Office,DE32700100800012345000,Payment EK-2025-1114,EK-2025-1114,DE89370400440532013000
2025-09-23,11313.26,credit,Brewer & Sons Ltd,DE62200700240000279500,Payment RE-2025-1114,RE-2025-1114,DE89370400440532013000
2025-09-24,13793.16,debit,Berlin City Utilities,DE58200400600971586400,Payment EK-2025-1115,EK-2025-1115,DE89370400440532013000
2025-09-24,18382.65,credit,Little & Partners,DE26200400600087654300,Payment RE-2025-1115,RE-2025-1115,DE89370400440532013000
2025-09-29,13207.59,debit,Hoffman Printing,DE03200400600022222200,Payment EK-2025-1116,EK-2025-1116,DE89370400440532013000
2025-09-29,17174.35,credit,Hoffman Trading Co,DE79345678901234567890,Payment RE-2025-1116,RE-2025-1116,DE89370400440532013000
2025-09-30,12090.79,debit,TechParts Inc,DE02120300000000202051,Payment EK-2025-1117,EK-2025-1117,DE89370400440532013000
2025-09-30,15625.85,credit,Nordwind Maritime GmbH,DE94200505500000778899,Payment RE-2025-1117,RE-2025-1117,DE89370400440532013000
2025-10-01,13755.86,debit,Logistics Express Ltd,DE80200400600004444400,Payment EK-2025-1118,EK-2025-1118,DE89370400440532013000
2025-10-01,11080.97,credit,Weaver Consulting,DE78200400600012312300,Payment RE-2025-1118,RE-2025-1118,DE89370400440532013000
2025-10-02,12000.00,debit,Salaries October,DE62370400440532013001,Wages and salaries October 2025,LG-2025-10,DE89370400440532013000
2025-10-03,950.00,debit,Telecom Business Customers,DE20200700240012345601,Telecommunications October,T-2025-10,DE89370400440532013000
2025-10-06,14482.03,debit,Miller Office,DE32700100800012345000,Payment EK-2025-1119,EK-2025-1119,DE89370400440532013000
2025-10-06,18532.32,credit,Smith Corp,DE44500105175407324931,Payment RE-2025-1119,RE-2025-1119,DE89370400440532013000
2025-10-07,12839.70,debit,Berlin City Utilities,DE58200400600971586400,Payment EK-2025-1120,EK-2025-1120,DE89370400440532013000
2025-10-07,16293.88,credit,Brewer & Sons Ltd,DE62200700240000279500,Payment RE-2025-1120,RE-2025-1120,DE89370400440532013000
2025-10-08,13836.35,debit,Hoffman Printing,DE03200400600022222200,Payment EK-2025-1121,EK-2025-1121,DE89370400440532013000
2025-10-08,11418.83,credit,Little & Partners,DE26200400600087654300,Payment RE-2025-1121,RE-2025-1121,DE89370400440532013000
2025-10-10,3200.00,debit,Berlin City Utilities,DE58200400600971586400,Electricity September 2025,RG-STW-092025,DE89370400440532013000
2025-10-13,12704.71,debit,TechParts Inc,DE02120300000000202051,Payment EK-2025-1122,EK-2025-1122,DE89370400440532013000
2025-10-13,12479.42,credit,Hoffman Trading Co,DE79345678901234567890,Payment RE-2025-1122,RE-2025-1122,DE89370400440532013000
2025-10-14,20406.55,debit,Logistics Express Ltd,DE80200400600004444400,Payment EK-2025-1123,EK-2025-1123,DE89370400440532013000
2025-10-14,21323.86,credit,Nordwind Maritime GmbH,DE94200505500000778899,Payment RE-2025-1123,RE-2025-1123,DE89370400440532013000
2025-10-15,10153.12,debit,Miller Office,DE32700100800012345000,Payment EK-2025-1124,EK-2025-1124,DE89370400440532013000
2025-10-15,14808.39,credit,Weaver Consulting,DE78200400600012312300,Payment RE-2025-1124,RE-2025-1124,DE89370400440532013000
2025-10-15,1850.00,debit,Miller Office,DE32700100800012345000,Rent October 2025,RENT-2025-10,DE89370400440532013000
2025-10-20,16268.87,debit,Berlin City Utilities,DE58200400600971586400,Payment EK-2025-1125,EK-2025-1125,DE89370400440532013000
2025-10-20,12870.34,credit,Smith Corp,DE44500105175407324931,Payment RE-2025-1125,RE-2025-1125,DE89370400440532013000
2025-10-21,12116.27,debit,Hoffman Printing,DE03200400600022222200,Payment EK-2025-1126,EK-2025-1126,DE89370400440532013000
2025-10-21,19208.36,credit,Brewer & Sons Ltd,DE62200700240000279500,Payment RE-2025-1126,RE-2025-1126,DE89370400440532013000
2025-10-22,11951.36,debit,TechParts Inc,DE02120300000000202051,Payment EK-2025-1127,EK-2025-1127,DE89370400440532013000
2025-10-22,13243.21,credit,Little & Partners,DE26200400600087654300,Payment RE-2025-1127,RE-2025-1127,DE89370400440532013000
2025-10-27,17403.06,debit,Logistics Express Ltd,DE80200400600004444400,Payment EK-2025-1128,EK-2025-1128,DE89370400440532013000
2025-10-27,17973.09,credit,Hoffman Trading Co,DE79345678901234567890,Payment RE-2025-1128,RE-2025-1128,DE89370400440532013000
